session_id,user_id,content_id,started_at,watch_minutes,session_status,discovery_source,video_quality,device_id,completion_pct
SES0181288,USR007367,CNT00536,2025-11-22 12:07:12,142,Stopped,Recommendation,720p,DEV009318,100.0
SES0181289,USR006320,CNT00542,2025-08-15 13:44:30,70,Completed,Recommendation,4K,DEV002506,94.6
SES0181290,USR001827,CNT00536,2025-01-13 19:36:18,86,Stopped,Auto,4K,DEV012620,82.7
SES0181291,USR000521,CNT00536,2025-04-23 14:13:29,76,Completed,Trending,1080p,DEV010436,73.1
SES0181292,USR006038,CNT01205,2025-07-31 08:23:15,68,Completed,Continue Watching,1080p,DEV003202,80.0
SES0181293,USR008094,CNT00542,2025-06-18 20:09:32,43,Stopped,Recommendation,1080p,DEV010395,58.1
SES0181294,USR000838,CNT01481,2025-08-10 11:27:24,69,Abandoned,Trending,480p,DEV013931,72.6
SES0181295,USR002028,CNT00423,2025-02-16 15:47:04,51,Stopped,Auto,1080p,DEV001296,33.8
SES0181296,USR006811,CNT00536,2025-09-28 17:10:57,97,Completed,Search,1080p,DEV012105,93.3
SES0181297,USR008187,CNT01694,2025-01-25 00:10:21,64,Completed,Recommendation,1080p,DEV010588,51.6
SES0181298,USR000913,CNT01694,2025-08-29 13:51:46,95,Completed,Recommendation,1080p,DEV011776,76.6
SES0181299,USR008868,CNT00536,2025-09-01 21:03:22,139,Completed,Continue Watching,1080p,DEV009318,100.0
SES0181300,USR009715,CNT00536,2025-10-29 19:00:25,148,Abandoned,Trending,480p,DEV010289,100.0
SES0181301,USR001497,CNT00423,2025-09-28 15:32:54,69,Completed,Auto,1080p,DEV002997,45.7
SES0181302,USR004690,CNT00536,2025-06-30 19:08:13,29,Completed,Recommendation,720p,DEV004564,27.9
SES0181303,USR000128,CNT01694,2025-02-15 17:21:25,86,Completed,Continue Watching,1080p,DEV014742,69.4
SES0181304,USR003856,CNT01878,2025-03-11 10:39:08,111,Stopped,Continue Watching,720p,DEV003206,74.0
SES0181305,USR008491,CNT00536,2025-08-12 16:46:34,63,Stopped,Search,720p,DEV003979,60.6
SES0181306,USR006931,CNT00542,2025-07-20 16:26:55,20,Completed,Recommendation,480p,DEV012223,27.0
SES0181307,USR003014,CNT00542,2025-01-29 22:24:19,69,Completed,Recommendation,720p,DEV008240,93.2
SES0181308,USR008654,CNT00542,2025-09-24 20:42:37,180,Completed,Auto,1080p,DEV001445,100.0
SES0181309,USR003064,CNT00536,2025-09-20 17:41:06,28,Stopped,Continue Watching,720p,DEV005041,26.9
SES0181310,USR008357,CNT00542,2025-03-22 14:24:56,51,Abandoned,Continue Watching,720p,DEV000601,68.9
SES0181311,USR001841,CNT00536,2025-07-20 15:17:49,63,Completed,Continue Watching,1080p,DEV008868,60.6
SES0181312,USR009515,CNT01491,2025-03-29 20:45:43,168,Abandoned,Recommendation,720p,DEV005183,100.0
SES0181313,USR003334,CNT00536,2025-06-17 18:30:11,138,Abandoned,Continue Watching,4K,DEV003234,100.0
SES0181314,USR008683,CNT00922,2025-12-12 14:32:13,76,Abandoned,Recommendation,4K,DEV005206,100.0
SES0181315,USR005891,CNT01694,2025-02-27 19:13:24,66,Stopped,Recommendation,720p,DEV009254,53.2
SES0181316,USR001054,CNT01694,2025-01-26 22:45:28,180,Completed,Trending,1080p,DEV000583,100.0
SES0181317,USR001348,CNT00440,2025-11-09 21:20:12,56,Completed,Search,1080p,DEV008547,35.2
SES0181318,USR001739,CNT00536,2025-03-16 19:38:14,32,Completed,Trending,1080p,DEV012999,30.8
SES0181319,USR008510,CNT00423,2025-09-21 16:28:15,180,Completed,Continue Watching,1080p,DEV010759,100.0
SES0181320,USR008891,CNT01467,2025-04-30 16:59:15,176,Completed,Recommendation,720p,DEV011847,100.0
SES0181321,USR009284,CNT00536,2025-02-02 13:03:51,62,Completed,Trending,1080p,DEV008434,59.6
SES0181322,USR001652,CNT00279,2025-04-10 13:23:24,58,Abandoned,Trending,720p,DEV003821,70.7
SES0181323,USR005159,CNT00542,2025-05-05 23:50:33,167,Completed,Recommendation,480p,DEV002684,100.0
SES0181324,USR000064,CNT00542,2025-07-01 22:34:26,43,Completed,Auto,1080p,DEV014303,58.1
SES0181325,USR005606,CNT01006,2025-04-21 11:15:37,40,Completed,Search,1080p,DEV009135,26.5
SES0181326,USR003073,CNT00916,2025-05-14 16:22:34,93,Completed,Continue Watching,480p,DEV013713,62.0
SES0181327,USR006232,CNT00536,2025-02-25 15:27:39,58,Stopped,Recommendation,720p,DEV009115,55.8
SES0181328,USR001617,CNT00536,2025-07-01 21:59:03,52,Completed,Recommendation,4K,DEV003556,50.0
SES0181329,USR007760,CNT01481,2025-09-29 17:40:47,110,Stopped,Trending,720p,DEV007190,100.0
SES0181330,USR007790,CNT01481,2025-11-01 16:22:56,127,Completed,Continue Watching,720p,DEV007879,100.0
SES0181331,USR005652,CNT00536,2025-01-16 13:50:17,47,Completed,Search,720p,DEV001497,45.2
SES0181332,USR002439,CNT00542,2025-01-01 18:09:43,56,Abandoned,Continue Watching,720p,DEV009541,75.7
SES0181333,USR006387,CNT00536,2025-01-26 14:45:36,66,Stopped,Continue Watching,1080p,DEV007852,63.5
SES0181334,USR009187,CNT01351,2025-09-11 04:00:38,180,Completed,Recommendation,720p,DEV009296,100.0
SES0181335,USR009423,CNT01526,2025-09-13 14:18:41,25,Completed,Search,720p,DEV011739,18.5
SES0181336,USR009716,CNT00536,2025-08-05 20:53:31,14,Completed,Trending,720p,DEV002058,13.5
SES0181337,USR005014,CNT01481,2025-04-26 10:38:03,25,Completed,Continue Watching,1080p,DEV003785,26.3
SES0181338,USR000378,CNT01305,2025-12-28 12:12:07,63,Stopped,Recommendation,720p,DEV006916,44.7
SES0181339,USR004160,CNT01481,2025-08-04 11:14:15,71,Stopped,Search,4K,DEV009274,74.7
SES0181340,USR009044,CNT00536,2025-07-28 18:03:57,144,Completed,Search,1080p,DEV012227,100.0
SES0181341,USR003522,CNT01526,2025-07-14 16:30:38,159,Stopped,Search,480p,DEV000430,100.0
SES0181342,USR001831,CNT01526,2025-06-07 10:40:41,15,Stopped,Trending,720p,DEV006441,11.1
SES0181343,USR009694,CNT00657,2025-06-14 13:53:32,72,Stopped,Recommendation,4K,DEV003836,100.0
SES0181344,USR008492,CNT01458,2025-10-28 15:46:14,70,Completed,Trending,1080p,DEV012700,54.7
SES0181345,USR007410,CNT00570,2025-01-12 18:24:09,82,Abandoned,Recommendation,720p,DEV000388,50.3
SES0181346,USR002711,CNT01694,2025-06-02 14:30:58,58,Stopped,Search,480p,DEV009767,46.8
SES0181347,USR000757,CNT00536,2025-06-15 18:20:08,106,Completed,Auto,1080p,DEV006478,100.0
SES0181348,USR008535,CNT00536,2025-02-23 18:54:46,110,Abandoned,Continue Watching,1080p,DEV003587,100.0
SES0181349,USR005397,CNT01694,2025-07-15 17:16:30,33,Completed,Trending,720p,DEV014216,26.6
SES0181350,USR005060,CNT00542,2025-12-01 13:56:26,88,Abandoned,Auto,720p,DEV008563,100.0
SES0181351,USR009077,CNT01694,2025-06-20 16:54:10,58,Abandoned,Trending,1080p,DEV011126,46.8
SES0181352,USR004508,CNT01481,2025-12-25 16:22:15,53,Abandoned,Trending,720p,DEV013064,55.8
SES0181353,USR001994,CNT00542,2025-02-09 19:17:01,94,Completed,Continue Watching,720p,DEV007158,100.0
SES0181354,USR009962,CNT00536,2025-11-21 12:03:41,180,Stopped,Trending,1080p,DEV008422,100.0
SES0181355,USR003851,CNT01694,2025-03-09 16:06:48,79,Abandoned,Recommendation,720p,DEV012800,63.7
SES0181356,USR003894,CNT00536,2025-12-17 14:48:42,45,Completed,Continue Watching,1080p,DEV006606,43.3
SES0181357,USR007913,CNT00536,2025-07-24 11:32:26,48,Completed,Auto,720p,DEV006363,46.2
SES0181358,USR003251,CNT01213,2025-08-17 22:15:38,86,Completed,Recommendation,1080p,DEV003382,68.3
SES0181359,USR007181,CNT00536,2025-07-13 20:37:43,105,Stopped,Continue Watching,1080p,DEV013948,100.0
SES0181360,USR008232,CNT00312,2025-08-10 14:56:17,105,Completed,Auto,720p,DEV010422,61.4
SES0181361,USR008466,CNT00542,2025-02-25 14:04:02,168,Completed,Recommendation,720p,DEV009390,100.0
SES0181362,USR009521,CNT00536,2025-05-30 18:16:46,58,Stopped,Recommendation,1080p,DEV010736,55.8
SES0181363,USR006617,CNT00536,2025-07-25 19:43:40,21,Completed,Recommendation,4K,DEV012062,20.2
SES0181364,USR001972,CNT00536,2025-12-05 15:48:38,62,Completed,Recommendation,1080p,DEV000708,59.6
SES0181365,USR000642,CNT00536,2025-07-01 14:21:19,44,Stopped,Recommendation,720p,DEV011752,42.3
SES0181366,USR004443,CNT00542,2025-10-30 22:04:23,60,Abandoned,Recommendation,1080p,DEV005379,81.1
SES0181367,USR004821,CNT01305,2025-10-30 14:32:42,119,Abandoned,Recommendation,720p,DEV006363,84.4
SES0181368,USR000106,CNT00536,2025-07-26 19:55:04,34,Completed,Continue Watching,1080p,DEV011132,32.7
SES0181369,USR003758,CNT00423,2025-01-08 14:44:22,146,Completed,Trending,720p,DEV007989,96.7
SES0181370,USR002120,CNT00973,2025-02-22 10:49:26,52,Stopped,Search,4K,DEV002591,35.6
SES0181371,USR006294,CNT01544,2025-03-29 11:41:04,32,Abandoned,Recommendation,480p,DEV006637,38.1
SES0181372,USR008567,CNT00536,2025-12-25 18:08:26,180,Abandoned,Continue Watching,1080p,DEV009694,100.0
SES0181373,USR009495,CNT01612,2025-06-08 18:39:21,66,Stopped,Search,480p,DEV009357,76.7
SES0181374,USR000412,CNT00536,2025-09-30 18:36:46,55,Abandoned,Trending,1080p,DEV004699,52.9
SES0181375,USR000687,CNT00536,2025-12-14 18:11:38,52,Completed,Recommendation,1080p,DEV006183,50.0
SES0181376,USR007124,CNT00536,2025-06-07 23:55:08,49,Stopped,Continue Watching,4K,DEV005824,47.1
SES0181377,USR007876,CNT00536,2025-03-09 13:27:31,71,Stopped,Search,4K,DEV011337,68.3
SES0181378,USR008972,CNT00536,2025-06-22 20:03:03,101,Completed,Search,720p,DEV011396,97.1
SES0181379,USR005619,CNT00152,2025-02-07 19:43:41,108,Completed,Continue Watching,1080p,DEV012029,100.0
SES0181380,USR003539,CNT00536,2025-06-01 07:07:00,65,Abandoned,Trending,720p,DEV014128,62.5
SES0181381,USR004481,CNT01526,2025-10-02 21:59:29,68,Completed,Continue Watching,1080p,DEV004909,50.4
SES0181382,USR002998,CNT00542,2025-07-13 20:26:12,40,Completed,Continue Watching,4K,DEV010185,54.1
SES0181383,USR007471,CNT00542,2025-08-23 11:12:08,38,Stopped,Continue Watching,480p,DEV014429,51.4
SES0181384,USR002049,CNT01213,2025-06-16 12:51:03,55,Completed,Continue Watching,1080p,DEV001802,43.7
SES0181385,USR004937,CNT00536,2025-10-17 08:15:03,54,Completed,Trending,720p,DEV014397,51.9
SES0181386,USR005928,CNT00423,2025-02-02 09:31:40,112,Completed,Continue Watching,4K,DEV011108,74.2
SES0181387,USR003021,CNT01694,2025-11-25 15:24:16,39,Completed,Trending,1080p,DEV011594,31.5
SES0181388,USR008006,CNT00536,2025-03-24 19:04:38,57,Stopped,Recommendation,720p,DEV013456,54.8
SES0181389,USR004168,CNT00542,2025-04-19 18:42:40,91,Completed,Auto,1080p,DEV013268,100.0
SES0181390,USR000025,CNT00536,2025-05-07 12:22:42,24,Abandoned,Recommendation,720p,DEV013032,23.1
SES0181391,USR001432,CNT01481,2025-03-31 17:26:11,122,Stopped,Search,480p,DEV006920,100.0
SES0181392,USR002233,CNT00955,2025-05-02 18:15:32,104,Stopped,Continue Watching,1080p,DEV013699,100.0
SES0181393,USR003903,CNT00536,2025-09-30 17:20:25,65,Completed,Auto,480p,DEV008581,62.5
SES0181394,USR001096,CNT00542,2025-09-05 10:53:57,34,Completed,Auto,1080p,DEV012102,45.9
SES0181395,USR009175,CNT00536,2025-01-10 19:09:14,38,Completed,Continue Watching,4K,DEV012954,36.5
SES0181396,USR001474,CNT00542,2025-11-12 20:13:43,94,Completed,Continue Watching,1080p,DEV011796,100.0
SES0181397,USR007954,CNT00922,2025-03-01 20:01:05,43,Abandoned,Continue Watching,1080p,DEV010546,58.1
SES0181398,USR009177,CNT00973,2025-02-25 17:35:20,119,Completed,Trending,1080p,DEV008503,81.5
SES0181399,USR003542,CNT00536,2025-01-19 18:49:57,34,Completed,Trending,720p,DEV014576,32.7
SES0181400,USR008468,CNT00536,2025-07-30 17:36:39,145,Completed,Search,480p,DEV006255,100.0
SES0181401,USR001456,CNT00536,2025-06-16 19:12:15,59,Abandoned,Trending,1080p,DEV002456,56.7
SES0181402,USR008533,CNT01481,2025-07-07 11:00:19,33,Completed,Continue Watching,720p,DEV002365,34.7
SES0181403,USR007345,CNT00542,2025-01-24 20:33:21,180,Completed,Search,720p,DEV012320,100.0
SES0181404,USR008354,CNT01694,2025-08-19 16:38:31,83,Stopped,Search,720p,DEV004668,66.9
SES0181405,USR008331,CNT00866,2025-09-23 19:24:57,95,Completed,Trending,1080p,DEV004169,63.3
SES0181406,USR004610,CNT01694,2025-12-25 16:11:53,109,Completed,Auto,1080p,DEV007584,87.9
SES0181407,USR004953,CNT00536,2025-03-07 14:38:43,84,Stopped,Search,720p,DEV011992,80.8
SES0181408,USR004922,CNT01694,2025-09-07 21:10:09,180,Completed,Trending,720p,DEV007175,100.0
SES0181409,USR006011,CNT01134,2025-11-30 18:44:08,61,Completed,Search,1080p,DEV014188,41.8
SES0181410,USR005450,CNT01694,2025-03-22 15:28:37,12,Completed,Continue Watching,4K,DEV012013,9.7
SES0181411,USR004899,CNT00536,2025-03-12 16:43:48,102,Completed,Search,720p,DEV004139,98.1
SES0181412,USR003466,CNT00536,2025-01-17 20:58:40,170,Completed,Search,1080p,DEV009395,100.0
SES0181413,USR004657,CNT01648,2025-07-17 16:54:40,71,Completed,Trending,1080p,DEV006901,54.6
SES0181414,USR000666,CNT01694,2025-08-09 14:21:51,53,Completed,Search,4K,DEV004484,42.7
SES0181415,USR007459,CNT00536,2025-12-16 23:17:04,63,Completed,Recommendation,1080p,DEV001278,60.6
SES0181416,USR002449,CNT00536,2025-02-04 16:11:36,115,Stopped,Continue Watching,720p,DEV004407,100.0
SES0181417,USR002837,CNT00372,2025-10-17 19:23:51,91,Stopped,Recommendation,1080p,DEV010134,100.0
SES0181418,USR006800,CNT00542,2025-11-24 21:09:23,111,Completed,Recommendation,720p,DEV004817,100.0
SES0181419,USR002591,CNT00542,2025-09-11 15:51:58,73,Abandoned,Trending,4K,DEV012691,98.6
SES0181420,USR001795,CNT00423,2025-11-18 14:43:19,85,Stopped,Recommendation,1080p,DEV001369,56.3
SES0181421,USR003099,CNT00536,2025-07-09 11:44:06,55,Abandoned,Recommendation,1080p,DEV008396,52.9
SES0181422,USR001853,CNT00423,2025-10-09 21:51:31,111,Completed,Continue Watching,1080p,DEV001852,73.5
SES0181423,USR003157,CNT00014,2025-02-23 21:13:01,22,Completed,Recommendation,720p,DEV002896,12.2
SES0181424,USR008225,CNT00536,2025-07-24 04:33:56,44,Completed,Trending,1080p,DEV003545,42.3
SES0181425,USR005221,CNT00703,2025-04-05 22:38:59,102,Stopped,Continue Watching,720p,DEV014629,96.2
SES0181426,USR008797,CNT01694,2025-02-27 09:11:04,26,Abandoned,Recommendation,720p,DEV008509,21.0
SES0181427,USR001327,CNT00721,2025-06-29 09:32:32,61,Abandoned,Trending,1080p,DEV000289,64.2
SES0181428,USR003137,CNT00536,2025-10-11 21:41:33,28,Completed,Trending,1080p,DEV011903,26.9
SES0181429,USR000993,CNT00916,2025-05-24 14:08:51,180,Completed,Auto,720p,DEV001857,100.0
SES0181430,USR004909,CNT01694,2025-11-23 07:29:21,122,Completed,Search,1080p,DEV001185,98.4
SES0181431,USR003577,CNT01694,2025-12-25 16:32:01,42,Completed,Search,1080p,DEV004500,33.9
SES0181432,USR007452,CNT00536,2025-12-09 16:42:38,169,Completed,Search,720p,DEV013095,100.0
SES0181433,USR000157,CNT00536,2025-12-06 19:53:21,136,Completed,Recommendation,480p,DEV004148,100.0
SES0181434,USR009660,CNT01481,2025-01-14 16:25:22,90,Completed,Auto,4K,DEV008583,94.7
SES0181435,USR007528,CNT00542,2025-09-01 19:59:53,66,Stopped,Trending,4K,DEV010156,89.2
SES0181436,USR008464,CNT01481,2025-01-01 12:42:26,69,Completed,Recommendation,720p,DEV006406,72.6
SES0181437,USR003847,CNT00763,2025-01-22 16:58:00,64,Completed,Recommendation,1080p,DEV002276,61.0
SES0181438,USR003092,CNT01694,2025-04-13 11:08:48,65,Completed,Trending,1080p,DEV002536,52.4
SES0181439,USR002485,CNT00607,2025-05-17 12:44:28,49,Completed,Trending,1080p,DEV010832,68.1
SES0181440,USR007883,CNT00542,2025-09-29 23:24:26,85,Completed,Recommendation,4K,DEV003203,100.0
SES0181441,USR006315,CNT01305,2025-05-26 14:20:29,180,Stopped,Auto,4K,DEV013907,100.0
SES0181442,USR004585,CNT00916,2025-05-31 08:21:29,72,Completed,Continue Watching,4K,DEV000098,48.0
SES0181443,USR007022,CNT00542,2025-01-21 15:19:12,154,Completed,Continue Watching,4K,DEV001590,100.0
SES0181444,USR009649,CNT00536,2025-02-12 08:21:19,29,Stopped,Trending,720p,DEV010677,27.9
SES0181445,USR004884,CNT00536,2025-10-17 19:37:35,36,Completed,Recommendation,720p,DEV000045,34.6
SES0181446,USR006056,CNT00973,2025-04-05 19:43:07,180,Completed,Continue Watching,480p,DEV012958,100.0
SES0181447,USR007503,CNT00312,2025-04-02 15:39:40,102,Completed,Continue Watching,4K,DEV012593,59.6
SES0181448,USR009441,CNT01694,2025-06-06 11:07:25,61,Completed,Continue Watching,1080p,DEV014779,49.2
SES0181449,USR006466,CNT01694,2025-06-23 19:20:52,70,Completed,Continue Watching,4K,DEV004786,56.5
SES0181450,USR003909,CNT01141,2025-04-13 11:42:09,123,Abandoned,Trending,720p,DEV001292,100.0
SES0181451,USR008391,CNT00536,2025-09-20 11:38:02,111,Abandoned,Continue Watching,1080p,DEV007606,100.0
SES0181452,USR009110,CNT00428,2025-05-05 20:05:04,83,Completed,Continue Watching,720p,DEV004156,46.6
SES0181453,USR006022,CNT00536,2025-12-14 21:04:46,28,Completed,Recommendation,4K,DEV002674,26.9
SES0181454,USR003915,CNT01481,2025-09-16 02:54:03,72,Completed,Continue Watching,1080p,DEV002299,75.8
SES0181455,USR005459,CNT01694,2025-05-27 15:52:23,150,Stopped,Recommendation,1080p,DEV011234,100.0
SES0181456,USR005179,CNT01694,2025-11-12 20:01:50,25,Completed,Search,480p,DEV006399,20.2
SES0181457,USR006432,CNT01305,2025-04-05 21:59:28,64,Stopped,Auto,1080p,DEV010465,45.4
SES0181458,USR005559,CNT00312,2025-08-16 15:20:31,107,Stopped,Continue Watching,720p,DEV008607,62.6
SES0181459,USR005875,CNT01781,2025-05-10 20:25:15,72,Completed,Continue Watching,480p,DEV001878,98.6
SES0181460,USR006465,CNT00536,2025-10-24 20:01:00,71,Completed,Continue Watching,1080p,DEV003832,68.3
SES0181461,USR004481,CNT01694,2025-12-01 07:35:05,62,Completed,Continue Watching,4K,DEV013876,50.0
SES0181462,USR001782,CNT00763,2025-03-25 11:52:34,35,Stopped,Recommendation,1080p,DEV014848,33.3
SES0181463,USR004878,CNT01481,2025-12-13 15:19:33,61,Completed,Trending,720p,DEV009534,64.2
SES0181464,USR009740,CNT00536,2025-06-18 18:35:34,19,Completed,Recommendation,4K,DEV008791,18.3
SES0181465,USR003025,CNT00536,2025-04-24 09:44:18,25,Completed,Trending,1080p,DEV003407,24.0
SES0181466,USR009550,CNT01694,2025-09-06 23:41:39,98,Completed,Recommendation,1080p,DEV005778,79.0
SES0181467,USR007930,CNT00536,2025-07-05 20:50:59,111,Abandoned,Auto,1080p,DEV004088,100.0
SES0181468,USR003910,CNT01305,2025-07-27 16:52:09,42,Completed,Recommendation,720p,DEV014752,29.8
SES0181469,USR003980,CNT00536,2025-04-02 22:55:00,55,Stopped,Recommendation,720p,DEV001906,52.9
SES0181470,USR002603,CNT01694,2025-08-17 17:55:34,143,Abandoned,Recommendation,4K,DEV011776,100.0
SES0181471,USR007722,CNT01694,2025-02-01 10:01:50,111,Completed,Trending,4K,DEV002885,89.5
SES0181472,USR003123,CNT00542,2025-09-26 13:06:04,44,Stopped,Recommendation,1080p,DEV007340,59.5
SES0181473,USR002181,CNT01481,2025-09-20 10:04:37,33,Completed,Recommendation,1080p,DEV006606,34.7
SES0181474,USR002414,CNT00952,2025-06-27 17:52:25,144,Completed,Recommendation,1080p,DEV006478,82.8
SES0181475,USR008521,CNT00536,2025-08-30 10:18:50,58,Completed,Search,1080p,DEV012275,55.8
SES0181476,USR006668,CNT00536,2025-11-20 13:19:01,177,Abandoned,Continue Watching,720p,DEV003963,100.0
SES0181477,USR002203,CNT00423,2025-10-04 20:04:56,60,Completed,Continue Watching,720p,DEV011166,39.7
SES0181478,USR006518,CNT00536,2025-08-28 15:22:36,18,Abandoned,Trending,480p,DEV010025,17.3
SES0181479,USR009613,CNT01926,2025-07-05 16:59:37,134,Completed,Recommendation,1080p,DEV011960,74.9
SES0181480,USR001706,CNT00536,2025-10-20 07:38:37,99,Completed,Recommendation,1080p,DEV005757,95.2
SES0181481,USR002016,CNT00536,2025-04-24 19:52:40,42,Abandoned,Search,1080p,DEV005647,40.4
SES0181482,USR005548,CNT01694,2025-04-13 22:27:52,82,Completed,Trending,1080p,DEV007885,66.1
SES0181483,USR009545,CNT00536,2025-10-16 13:56:09,28,Stopped,Recommendation,720p,DEV011913,26.9
SES0181484,USR007149,CNT00536,2025-11-15 22:48:10,86,Completed,Recommendation,480p,DEV012136,82.7
SES0181485,USR005519,CNT00542,2025-03-18 20:07:21,36,Completed,Continue Watching,4K,DEV002638,48.6
SES0181486,USR006882,CNT00536,2025-02-25 17:29:53,123,Completed,Recommendation,1080p,DEV004727,100.0
SES0181487,USR006587,CNT00536,2025-04-25 22:46:28,28,Stopped,Auto,1080p,DEV006598,26.9
SES0181488,USR003486,CNT00542,2025-04-27 13:06:06,36,Stopped,Continue Watching,480p,DEV005195,48.6
SES0181489,USR008183,CNT00763,2025-09-05 08:50:42,35,Completed,Search,1080p,DEV002661,33.3
SES0181490,USR008541,CNT01481,2025-05-18 17:44:18,69,Completed,Recommendation,1080p,DEV000099,72.6
SES0181491,USR004883,CNT01481,2025-07-30 10:05:14,22,Abandoned,Continue Watching,480p,DEV002595,23.2
SES0181492,USR008075,CNT00542,2025-03-29 05:33:03,28,Abandoned,Trending,1080p,DEV012884,37.8
SES0181493,USR001054,CNT00536,2025-10-03 22:08:33,123,Completed,Trending,1080p,DEV007865,100.0
SES0181494,USR005572,CNT01481,2025-11-15 15:46:56,180,Abandoned,Continue Watching,720p,DEV009985,100.0
SES0181495,USR003142,CNT00440,2025-07-12 13:32:36,16,Completed,Continue Watching,1080p,DEV006861,10.1
SES0181496,USR007759,CNT00536,2025-12-10 20:14:01,85,Abandoned,Continue Watching,1080p,DEV007362,81.7
SES0181497,USR009671,CNT00440,2025-11-13 16:08:36,66,Completed,Trending,1080p,DEV007397,41.5
SES0181498,USR009072,CNT00916,2025-07-06 16:21:38,180,Completed,Search,720p,DEV009502,100.0
SES0181499,USR005599,CNT00279,2025-03-16 17:51:27,48,Completed,Trending,1080p,DEV009768,58.5
SES0181500,USR000273,CNT01481,2025-02-03 20:21:42,44,Completed,Continue Watching,4K,DEV008539,46.3
SES0181501,USR009539,CNT00542,2025-05-24 21:03:02,79,Completed,Recommendation,480p,DEV014787,100.0
SES0181502,USR005720,CNT00423,2025-03-29 02:15:37,25,Completed,Trending,4K,DEV000486,16.6
SES0181503,USR004094,CNT00536,2025-09-05 22:31:22,39,Completed,Search,720p,DEV001408,37.5
SES0181504,USR008571,CNT00536,2025-01-31 08:45:35,79,Completed,Recommendation,4K,DEV011947,76.0
SES0181505,USR007826,CNT00542,2025-06-28 18:16:52,28,Stopped,Trending,480p,DEV000337,37.8
SES0181506,USR005465,CNT01068,2025-12-21 14:56:15,34,Completed,Search,1080p,DEV001629,21.9
SES0181507,USR003063,CNT00536,2025-01-18 13:26:42,21,Stopped,Continue Watching,480p,DEV013010,20.2
SES0181508,USR006947,CNT00542,2025-10-01 08:52:47,46,Completed,Recommendation,4K,DEV003709,62.2
SES0181509,USR003396,CNT00542,2025-03-12 09:28:35,27,Completed,Recommendation,1080p,DEV006212,36.5
SES0181510,USR009758,CNT00542,2025-01-26 20:51:20,72,Completed,Continue Watching,720p,DEV008194,97.3
SES0181511,USR008289,CNT00542,2025-07-15 20:38:56,129,Stopped,Continue Watching,720p,DEV013302,100.0
SES0181512,USR006495,CNT00536,2025-03-09 17:16:08,67,Abandoned,Auto,4K,DEV002479,64.4
SES0181513,USR007284,CNT00542,2025-09-12 22:19:46,72,Completed,Continue Watching,480p,DEV001871,97.3
SES0181514,USR006848,CNT00536,2025-03-18 16:26:11,103,Completed,Search,1080p,DEV013765,99.0
SES0181515,USR004386,CNT01694,2025-10-02 20:29:08,51,Completed,Recommendation,1080p,DEV002659,41.1
SES0181516,USR004998,CNT01305,2025-08-08 22:50:14,159,Abandoned,Recommendation,720p,DEV006184,100.0
SES0181517,USR006129,CNT01694,2025-02-13 07:25:46,76,Abandoned,Continue Watching,1080p,DEV000636,61.3
SES0181518,USR007152,CNT00536,2025-05-06 12:22:14,122,Stopped,Recommendation,1080p,DEV011500,100.0
SES0181519,USR004495,CNT00536,2025-10-10 15:39:45,145,Completed,Trending,720p,DEV007801,100.0
SES0181520,USR002141,CNT00542,2025-04-26 08:32:58,180,Completed,Search,480p,DEV013729,100.0
SES0181521,USR002569,CNT00423,2025-04-19 21:15:00,40,Completed,Recommendation,720p,DEV000578,26.5
SES0181522,USR006309,CNT01694,2025-08-07 17:35:01,61,Stopped,Trending,4K,DEV003767,49.2
SES0181523,USR002259,CNT01305,2025-09-17 20:05:20,16,Completed,Recommendation,1080p,DEV007896,11.3
SES0181524,USR007969,CNT00536,2025-09-19 13:18:22,59,Completed,Recommendation,720p,DEV003571,56.7
SES0181525,USR009497,CNT00536,2025-09-08 10:40:20,37,Completed,Trending,1080p,DEV012432,35.6
SES0181526,USR000211,CNT00542,2025-05-01 09:27:32,22,Abandoned,Search,720p,DEV003818,29.7
SES0181527,USR006904,CNT00055,2025-09-02 18:48:47,29,Stopped,Search,720p,DEV002950,20.9
SES0181528,USR008641,CNT00536,2025-02-22 11:22:36,22,Stopped,Continue Watching,4K,DEV002338,21.2
SES0181529,USR004392,CNT01694,2025-04-27 11:08:29,75,Completed,Search,1080p,DEV008330,60.5
SES0181530,USR004926,CNT00536,2025-12-29 18:39:27,29,Abandoned,Continue Watching,720p,DEV010744,27.9
SES0181531,USR001481,CNT00536,2025-08-27 17:28:34,44,Completed,Continue Watching,1080p,DEV011466,42.3
SES0181532,USR004263,CNT00536,2025-01-26 19:18:47,58,Abandoned,Recommendation,720p,DEV001566,55.8
SES0181533,USR009833,CNT00536,2025-11-16 15:57:30,46,Abandoned,Recommendation,1080p,DEV007012,44.2
SES0181534,USR003416,CNT00423,2025-05-09 20:49:05,151,Completed,Continue Watching,720p,DEV003838,100.0
SES0181535,USR000776,CNT01694,2025-02-01 22:33:18,48,Completed,Continue Watching,720p,DEV012143,38.7
SES0181536,USR009588,CNT01744,2025-10-16 21:12:31,39,Stopped,Continue Watching,720p,DEV009361,27.7
SES0181537,USR005489,CNT01694,2025-06-02 22:02:01,53,Stopped,Trending,4K,DEV012753,42.7
SES0181538,USR009213,CNT01481,2025-03-12 19:56:59,62,Completed,Recommendation,1080p,DEV004519,65.3
SES0181539,USR007450,CNT01513,2025-11-24 19:33:17,89,Stopped,Auto,720p,DEV001625,74.8
