device_id,user_id,device_type,operating_system,registered_date
DEV010927,USR007326,Laptop,macOS,2025-03-23
DEV010928,USR007327,Mobile,Android,2025-04-24
DEV010929,USR007327,Smart TV,Android,2025-06-26
DEV010930,USR007327,Tablet,Smart TV OS,2025-08-21
DEV010931,USR007328,Tablet,Smart TV OS,2025-05-31
DEV010932,USR007329,Streaming Stick,iOS,2025-11-14
DEV010933,USR007330,Smart TV,macOS,2025-10-14
DEV010934,USR007331,Mobile,iOS,2025-10-10
DEV010935,USR007331,Smart TV,macOS,2025-06-19
DEV010936,USR007331,Streaming Stick,Windows,2025-02-24
DEV010937,USR007332,Gaming Console,Android,2025-08-03
DEV010938,USR007333,Smart TV,Android,2025-11-18
DEV010939,USR007333,Mobile,iOS,2025-04-01
DEV010940,USR007333,Laptop,Smart TV OS,2025-11-20
DEV010941,USR007334,Smart TV,iOS,2025-06-27
DEV010942,USR007334,Smart TV,Android,2025-10-17
DEV010943,USR007334,Tablet,Windows,2025-01-10
DEV010944,USR007335,Mobile,iOS,2025-07-23
DEV010945,USR007336,Mobile,iOS,2025-01-17
DEV010946,USR007337,Smart TV,iOS,2025-11-05
DEV010947,USR007338,Mobile,Smart TV OS,2025-01-29
DEV010948,USR007339,Mobile,Android,2025-07-29
DEV010949,USR007340,Mobile,iOS,2025-02-13
DEV010950,USR007341,Laptop,Smart TV OS,2025-05-05
DEV010951,USR007342,Smart TV,macOS,2025-08-23
DEV010952,USR007343,Tablet,Windows,2025-02-15
DEV010953,USR007344,Streaming Stick,Smart TV OS,2025-03-31
DEV010954,USR007344,Streaming Stick,Windows,2025-04-13
DEV010955,USR007345,Smart TV,Smart TV OS,2025-03-07
DEV010956,USR007345,Laptop,iOS,2025-10-18
DEV010957,USR007345,Laptop,Windows,2025-11-18
DEV010958,USR007346,Mobile,Smart TV OS,2025-06-29
DEV010959,USR007347,Smart TV,Android,2025-01-16
DEV010960,USR007348,Smart TV,Android,2025-05-16
DEV010961,USR007348,Gaming Console,iOS,2025-09-30
DEV010962,USR007349,Mobile,Smart TV OS,2025-01-06
DEV010963,USR007349,Mobile,iOS,2025-09-12
DEV010964,USR007350,Smart TV,Windows,2025-08-11
DEV010965,USR007350,Mobile,Windows,2025-06-16
DEV010966,USR007351,Smart TV,Windows,2025-05-13
DEV010967,USR007352,Smart TV,iOS,2025-01-24
DEV010968,USR007353,Laptop,iOS,2025-06-06
DEV010969,USR007353,Tablet,Android,2025-04-01
DEV010970,USR007353,Laptop,Android,2025-03-15
DEV010971,USR007354,Gaming Console,Windows,2025-08-03
DEV010972,USR007354,Smart TV,Android,2025-04-23
DEV010973,USR007354,Tablet,Android,2025-11-21
DEV010974,USR007355,Mobile,Android,2025-01-13
DEV010975,USR007356,Mobile,Android,2025-02-15
DEV010976,USR007357,Laptop,Smart TV OS,2025-01-04
DEV010977,USR007358,Mobile,Android,2025-11-17
DEV010978,USR007359,Laptop,Android,2025-06-08
DEV010979,USR007359,Smart TV,Android,2025-09-09
DEV010980,USR007359,Tablet,macOS,2025-03-18
DEV010981,USR007360,Streaming Stick,Android,2025-06-29
DEV010982,USR007361,Mobile,Android,2025-08-04
DEV010983,USR007362,Streaming Stick,Android,2025-07-29
DEV010984,USR007363,Laptop,Android,2025-03-25
DEV010985,USR007364,Smart TV,Smart TV OS,2025-02-21
DEV010986,USR007364,Streaming Stick,Smart TV OS,2025-03-06
DEV010987,USR007364,Smart TV,Smart TV OS,2025-08-23
DEV010988,USR007365,Laptop,Smart TV OS,2025-04-04
DEV010989,USR007365,Smart TV,Android,2025-07-21
DEV010990,USR007366,Streaming Stick,Smart TV OS,2025-01-02
DEV010991,USR007367,Mobile,Smart TV OS,2025-08-03
DEV010992,USR007368,Smart TV,Windows,2025-07-18
DEV010993,USR007368,Tablet,Smart TV OS,2025-06-29
DEV010994,USR007369,Mobile,Windows,2025-07-24
DEV010995,USR007369,Streaming Stick,Smart TV OS,2025-03-20
DEV010996,USR007369,Streaming Stick,macOS,2025-03-08
DEV010997,USR007370,Laptop,macOS,2025-02-09
DEV010998,USR007371,Mobile,macOS,2025-11-15
DEV010999,USR007371,Smart TV,Smart TV OS,2025-08-15
DEV011000,USR007371,Tablet,Windows,2025-07-29
DEV011001,USR007372,Mobile,Android,2025-08-15
DEV011002,USR007372,Mobile,Smart TV OS,2025-09-19
DEV011003,USR007373,Mobile,Smart TV OS,2025-05-19
DEV011004,USR007373,Mobile,Smart TV OS,2025-11-16
DEV011005,USR007374,Tablet,Android,2025-08-28
DEV011006,USR007375,Mobile,Android,2025-03-23
DEV011007,USR007375,Smart TV,Android,2025-10-24
DEV011008,USR007376,Tablet,Android,2025-04-17
DEV011009,USR007377,Laptop,Android,2025-01-19
DEV011010,USR007378,Mobile,Android,2025-02-25
DEV011011,USR007379,Laptop,Android,2025-06-05
DEV011012,USR007379,Tablet,Android,2025-09-14
DEV011013,USR007380,Smart TV,Smart TV OS,2025-06-04
DEV011014,USR007381,Laptop,Android,2025-03-06
DEV011015,USR007381,Smart TV,Windows,2025-05-01
DEV011016,USR007381,Mobile,macOS,2025-06-10
DEV011017,USR007382,Gaming Console,Windows,2025-04-18
DEV011018,USR007382,Laptop,Android,2025-06-07
DEV011019,USR007383,Streaming Stick,Android,2025-08-03
DEV011020,USR007384,Mobile,iOS,2025-07-13
DEV011021,USR007384,Smart TV,Android,2025-10-08
DEV011022,USR007385,Mobile,Android,2025-02-26
DEV011023,USR007386,Mobile,Smart TV OS,2025-06-22
DEV011024,USR007387,Mobile,Windows,2025-08-10
DEV011025,USR007387,Smart TV,Smart TV OS,2025-05-10
DEV011026,USR007388,Laptop,Smart TV OS,2025-07-02
DEV011027,USR007388,Smart TV,Windows,2025-03-25
DEV011028,USR007389,Laptop,Smart TV OS,2025-10-22
DEV011029,USR007390,Laptop,Android,2025-01-09
DEV011030,USR007390,Tablet,Smart TV OS,2025-07-24
DEV011031,USR007391,Mobile,iOS,2025-05-22
DEV011032,USR007391,Mobile,Android,2025-05-25
DEV011033,USR007392,Laptop,Android,2025-02-15
DEV011034,USR007392,Laptop,Smart TV OS,2025-03-05
DEV011035,USR007393,Laptop,iOS,2025-11-10
DEV011036,USR007394,Laptop,Windows,2025-04-11
DEV011037,USR007395,Mobile,macOS,2025-02-11
DEV011038,USR007396,Streaming Stick,Android,2025-08-26
DEV011039,USR007397,Streaming Stick,iOS,2025-08-08
DEV011040,USR007398,Smart TV,Android,2025-04-26
DEV011041,USR007399,Tablet,Smart TV OS,2025-10-28
DEV011042,USR007400,Gaming Console,Windows,2025-09-14
DEV011043,USR007400,Smart TV,iOS,2025-09-15
DEV011044,USR007401,Smart TV,macOS,2025-02-03
DEV011045,USR007401,Streaming Stick,Android,2025-09-28
DEV011046,USR007402,Smart TV,Windows,2025-10-28
DEV011047,USR007403,Mobile,Windows,2025-10-02
DEV011048,USR007403,Streaming Stick,Windows,2025-01-12
DEV011049,USR007404,Smart TV,Windows,2025-07-27
DEV011050,USR007404,Gaming Console,Smart TV OS,2025-05-13
DEV011051,USR007404,Gaming Console,Android,2025-01-10
DEV011052,USR007405,Gaming Console,Smart TV OS,2025-02-20
DEV011053,USR007406,Smart TV,Android,2025-01-23
DEV011054,USR007406,Streaming Stick,Android,2025-04-04
DEV011055,USR007407,Laptop,iOS,2025-07-09
DEV011056,USR007408,Mobile,Windows,2025-05-23
DEV011057,USR007409,Smart TV,Android,2025-04-06
DEV011058,USR007410,Smart TV,Smart TV OS,2025-01-16
DEV011059,USR007411,Smart TV,Smart TV OS,2025-07-25
DEV011060,USR007412,Mobile,Windows,2025-11-09
DEV011061,USR007413,Laptop,Smart TV OS,2025-09-28
DEV011062,USR007413,Smart TV,Smart TV OS,2025-08-06
DEV011063,USR007414,Mobile,iOS,2025-05-03
DEV011064,USR007415,Smart TV,iOS,2025-02-21
DEV011065,USR007416,Smart TV,Windows,2025-11-25
DEV011066,USR007416,Gaming Console,Smart TV OS,2025-09-16
DEV011067,USR007417,Mobile,iOS,2025-01-30
DEV011068,USR007418,Mobile,Windows,2025-02-01
DEV011069,USR007419,Laptop,Android,2025-04-14
DEV011070,USR007419,Smart TV,Android,2025-02-23
DEV011071,USR007419,Laptop,iOS,2025-11-01
DEV011072,USR007420,Smart TV,Smart TV OS,2025-10-31
DEV011073,USR007421,Smart TV,Android,2025-01-26
DEV011074,USR007421,Smart TV,Windows,2025-02-11
DEV011075,USR007422,Mobile,Windows,2025-05-22
DEV011076,USR007423,Tablet,Android,2025-01-07
DEV011077,USR007424,Mobile,Smart TV OS,2025-09-01
DEV011078,USR007425,Smart TV,macOS,2025-05-04
DEV011079,USR007425,Streaming Stick,Android,2025-02-24
DEV011080,USR007426,Mobile,Android,2025-09-12
DEV011081,USR007426,Streaming Stick,iOS,2025-02-20
DEV011082,USR007427,Smart TV,Android,2025-08-27
DEV011083,USR007428,Laptop,Smart TV OS,2025-10-12
DEV011084,USR007428,Laptop,Android,2025-08-01
DEV011085,USR007429,Mobile,Android,2025-02-23
DEV011086,USR007430,Smart TV,macOS,2025-07-18
DEV011087,USR007430,Mobile,Android,2025-03-21
DEV011088,USR007431,Mobile,iOS,2025-07-01
DEV011089,USR007431,Smart TV,Android,2025-11-12
DEV011090,USR007432,Tablet,Windows,2025-01-27
DEV011091,USR007432,Smart TV,Android,2025-09-17
DEV011092,USR007432,Laptop,Android,2025-05-13
DEV011093,USR007433,Laptop,iOS,2025-05-26
DEV011094,USR007434,Mobile,Android,2025-11-22
DEV011095,USR007434,Smart TV,Android,2025-08-27
DEV011096,USR007435,Gaming Console,iOS,2025-06-18
DEV011097,USR007435,Gaming Console,iOS,2025-07-06
DEV011098,USR007436,Gaming Console,iOS,2025-11-18
DEV011099,USR007436,Smart TV,iOS,2025-03-03
DEV011100,USR007436,Tablet,Android,2025-02-09
DEV011101,USR007437,Mobile,Smart TV OS,2025-08-13
DEV011102,USR007438,Streaming Stick,Android,2025-06-22
DEV011103,USR007439,Smart TV,iOS,2025-03-03
DEV011104,USR007440,Tablet,Android,2025-03-27
DEV011105,USR007441,Smart TV,iOS,2025-08-16
DEV011106,USR007442,Mobile,Android,2025-01-02
DEV011107,USR007443,Tablet,Android,2025-08-28
DEV011108,USR007444,Smart TV,Android,2025-01-29
DEV011109,USR007445,Mobile,Smart TV OS,2025-08-28
DEV011110,USR007445,Smart TV,Smart TV OS,2025-02-27
DEV011111,USR007446,Streaming Stick,iOS,2025-02-24
DEV011112,USR007446,Gaming Console,iOS,2025-08-07
DEV011113,USR007446,Smart TV,macOS,2025-01-15
DEV011114,USR007447,Mobile,Windows,2025-09-20
DEV011115,USR007448,Laptop,Android,2025-11-12
DEV011116,USR007449,Smart TV,Android,2025-03-21
DEV011117,USR007450,Mobile,iOS,2025-04-14
DEV011118,USR007451,Gaming Console,Windows,2025-10-29
DEV011119,USR007451,Laptop,Android,2025-11-21
DEV011120,USR007452,Laptop,Android,2025-05-09
DEV011121,USR007452,Mobile,Windows,2025-09-04
DEV011122,USR007452,Tablet,macOS,2025-09-09
DEV011123,USR007453,Smart TV,iOS,2025-10-02
DEV011124,USR007453,Mobile,Windows,2025-04-12
DEV011125,USR007454,Mobile,iOS,2025-04-27
DEV011126,USR007455,Mobile,Android,2025-08-03
DEV011127,USR007456,Smart TV,iOS,2025-02-24
DEV011128,USR007457,Smart TV,iOS,2025-01-04
DEV011129,USR007457,Mobile,Android,2025-04-04
DEV011130,USR007458,Smart TV,Android,2025-10-08
DEV011131,USR007458,Mobile,iOS,2025-01-08
DEV011132,USR007459,Smart TV,Smart TV OS,2025-10-09
DEV011133,USR007459,Mobile,iOS,2025-07-07
DEV011134,USR007460,Smart TV,iOS,2025-08-27
DEV011135,USR007460,Mobile,iOS,2025-09-14
DEV011136,USR007461,Smart TV,Smart TV OS,2025-03-28
DEV011137,USR007462,Smart TV,Windows,2025-05-31
DEV011138,USR007462,Smart TV,Smart TV OS,2025-04-10
DEV011139,USR007463,Smart TV,iOS,2025-03-11
DEV011140,USR007463,Mobile,Windows,2025-04-20
DEV011141,USR007464,Mobile,Android,2025-04-06
DEV011142,USR007464,Mobile,Android,2025-03-25
DEV011143,USR007465,Smart TV,Android,2025-03-04
DEV011144,USR007465,Laptop,iOS,2025-07-20
DEV011145,USR007465,Streaming Stick,Windows,2025-10-27
DEV011146,USR007466,Mobile,Smart TV OS,2025-07-16
DEV011147,USR007467,Streaming Stick,iOS,2025-07-15
DEV011148,USR007467,Tablet,Windows,2025-10-10
DEV011149,USR007468,Mobile,Windows,2025-08-22
DEV011150,USR007469,Mobile,Android,2025-08-30
DEV011151,USR007470,Smart TV,Windows,2025-08-15
DEV011152,USR007471,Mobile,Android,2025-07-02
DEV011153,USR007471,Laptop,Android,2025-02-03
DEV011154,USR007472,Streaming Stick,Android,2025-03-02
DEV011155,USR007473,Mobile,Android,2025-07-06
DEV011156,USR007474,Mobile,iOS,2025-03-14
DEV011157,USR007474,Mobile,Windows,2025-02-15
DEV011158,USR007475,Mobile,Windows,2025-03-01
DEV011159,USR007476,Smart TV,iOS,2025-06-02
DEV011160,USR007476,Smart TV,Windows,2025-03-16
DEV011161,USR007477,Mobile,Windows,2025-01-03
DEV011162,USR007478,Smart TV,Android,2025-01-05
DEV011163,USR007479,Laptop,iOS,2025-07-06
DEV011164,USR007480,Streaming Stick,Android,2025-09-25
DEV011165,USR007481,Laptop,Android,2025-03-22
DEV011166,USR007481,Mobile,Android,2025-05-25
DEV011167,USR007482,Mobile,Windows,2025-02-27
DEV011168,USR007482,Smart TV,Smart TV OS,2025-11-14
DEV011169,USR007483,Mobile,Windows,2025-04-24
DEV011170,USR007484,Mobile,Android,2025-05-28
DEV011171,USR007485,Smart TV,iOS,2025-05-30
DEV011172,USR007486,Streaming Stick,iOS,2025-04-23
DEV011173,USR007487,Laptop,iOS,2025-06-04
DEV011174,USR007488,Laptop,Android,2025-08-06
DEV011175,USR007488,Streaming Stick,Smart TV OS,2025-11-04
DEV011176,USR007489,Laptop,Android,2025-02-08
DEV011177,USR007489,Smart TV,Windows,2025-01-08
DEV011178,USR007490,Smart TV,Android,2025-04-28
DEV011179,USR007491,Mobile,Smart TV OS,2025-02-21
DEV011180,USR007492,Smart TV,Windows,2025-02-06
DEV011181,USR007493,Mobile,iOS,2025-07-06
DEV011182,USR007494,Smart TV,Smart TV OS,2025-10-09
DEV011183,USR007494,Gaming Console,iOS,2025-07-18
DEV011184,USR007495,Tablet,Android,2025-07-26
DEV011185,USR007495,Gaming Console,Smart TV OS,2025-05-06
DEV011186,USR007496,Smart TV,Android,2025-11-11
DEV011187,USR007497,Mobile,Windows,2025-04-30
DEV011188,USR007497,Laptop,Android,2025-06-08
DEV011189,USR007498,Tablet,Smart TV OS,2025-02-17
DEV011190,USR007499,Tablet,macOS,2025-01-09
DEV011191,USR007500,Smart TV,macOS,2025-05-22
DEV011192,USR007500,Smart TV,Android,2025-09-13
DEV011193,USR007501,Smart TV,Windows,2025-03-21
DEV011194,USR007502,Smart TV,Windows,2025-10-27
DEV011195,USR007503,Smart TV,Windows,2025-03-04
DEV011196,USR007503,Streaming Stick,macOS,2025-06-13
DEV011197,USR007504,Mobile,macOS,2025-10-10
DEV011198,USR007505,Gaming Console,Windows,2025-02-26
DEV011199,USR007506,Smart TV,Windows,2025-02-09
DEV011200,USR007507,Mobile,Android,2025-09-10
DEV011201,USR007507,Smart TV,macOS,2025-06-18
DEV011202,USR007508,Smart TV,Smart TV OS,2025-03-10
DEV011203,USR007508,Streaming Stick,Smart TV OS,2025-04-30
DEV011204,USR007509,Smart TV,iOS,2025-10-16
DEV011205,USR007510,Mobile,Windows,2025-02-20
DEV011206,USR007511,Smart TV,Android,2025-05-13
DEV011207,USR007512,Laptop,Windows,2025-11-24
DEV011208,USR007513,Mobile,Android,2025-11-03
DEV011209,USR007514,Mobile,Android,2025-04-27
DEV011210,USR007515,Mobile,iOS,2025-01-10
DEV011211,USR007515,Mobile,iOS,2025-03-20
DEV011212,USR007516,Mobile,Smart TV OS,2025-05-30
DEV011213,USR007517,Tablet,Smart TV OS,2025-07-09
DEV011214,USR007518,Tablet,iOS,2025-08-05
DEV011215,USR007518,Laptop,Windows,2025-08-25
DEV011216,USR007519,Laptop,Windows,2025-01-19
DEV011217,USR007520,Laptop,Windows,2025-08-15
DEV011218,USR007521,Laptop,Windows,2025-08-24
DEV011219,USR007522,Smart TV,iOS,2025-09-14
DEV011220,USR007523,Mobile,Windows,2025-07-05
DEV011221,USR007524,Streaming Stick,Smart TV OS,2025-05-15
DEV011222,USR007525,Smart TV,iOS,2025-09-04
DEV011223,USR007525,Streaming Stick,Windows,2025-09-30
DEV011224,USR007526,Laptop,macOS,2025-04-28
DEV011225,USR007526,Smart TV,iOS,2025-09-04
DEV011226,USR007526,Mobile,Smart TV OS,2025-02-01
DEV011227,USR007527,Streaming Stick,Smart TV OS,2025-09-07
DEV011228,USR007528,Laptop,iOS,2025-04-27
DEV011229,USR007529,Gaming Console,Windows,2025-04-06
DEV011230,USR007530,Mobile,Smart TV OS,2025-06-01
DEV011231,USR007530,Mobile,Android,2025-02-07
DEV011232,USR007531,Mobile,Windows,2025-09-15
DEV011233,USR007531,Tablet,iOS,2025-06-16
DEV011234,USR007532,Laptop,Smart TV OS,2025-04-03
DEV011235,USR007532,Tablet,iOS,2025-07-16
DEV011236,USR007533,Mobile,Windows,2025-10-16
DEV011237,USR007534,Gaming Console,Windows,2025-05-13
DEV011238,USR007535,Smart TV,Android,2025-07-21
DEV011239,USR007535,Smart TV,Android,2025-09-28
DEV011240,USR007536,Streaming Stick,iOS,2025-03-17
DEV011241,USR007537,Smart TV,Windows,2025-04-06
DEV011242,USR007537,Smart TV,Android,2025-10-12
DEV011243,USR007538,Mobile,Android,2025-06-03
DEV011244,USR007539,Mobile,Windows,2025-08-18
DEV011245,USR007539,Smart TV,Windows,2025-08-02
DEV011246,USR007539,Mobile,Smart TV OS,2025-08-08
DEV011247,USR007540,Mobile,iOS,2025-01-06
DEV011248,USR007541,Mobile,Android,2025-07-13
DEV011249,USR007542,Mobile,Windows,2025-03-15
DEV011250,USR007542,Laptop,Android,2025-09-02
DEV011251,USR007543,Tablet,Android,2025-04-16
DEV011252,USR007543,Smart TV,Smart TV OS,2025-06-23
DEV011253,USR007543,Smart TV,Smart TV OS,2025-04-17
DEV011254,USR007544,Gaming Console,Windows,2025-07-25
DEV011255,USR007544,Mobile,Windows,2025-09-01
DEV011256,USR007545,Mobile,iOS,2025-03-12
DEV011257,USR007546,Mobile,Android,2025-03-06
DEV011258,USR007547,Smart TV,iOS,2025-09-28
DEV011259,USR007548,Smart TV,iOS,2025-09-16
DEV011260,USR007549,Smart TV,Android,2025-11-07
DEV011261,USR007549,Mobile,Windows,2025-01-27
DEV011262,USR007550,Mobile,iOS,2025-01-16
DEV011263,USR007551,Smart TV,iOS,2025-09-22
DEV011264,USR007551,Streaming Stick,Android,2025-09-25
DEV011265,USR007552,Streaming Stick,macOS,2025-10-30
DEV011266,USR007552,Mobile,iOS,2025-04-30
DEV011267,USR007552,Laptop,macOS,2025-04-01
DEV011268,USR007553,Tablet,Windows,2025-06-21
DEV011269,USR007554,Mobile,Android,2025-05-01
DEV011270,USR007554,Mobile,Android,2025-05-13
DEV011271,USR007555,Mobile,iOS,2025-01-14
DEV011272,USR007556,Mobile,Smart TV OS,2025-11-06
DEV011273,USR007556,Laptop,Android,2025-03-16
DEV011274,USR007557,Laptop,Windows,2025-10-23
DEV011275,USR007558,Tablet,iOS,2025-02-12
DEV011276,USR007559,Streaming Stick,Windows,2025-06-17
DEV011277,USR007559,Smart TV,Windows,2025-11-02
DEV011278,USR007559,Mobile,iOS,2025-08-19
DEV011279,USR007560,Smart TV,Windows,2025-05-12
DEV011280,USR007561,Mobile,Windows,2025-06-10
DEV011281,USR007561,Streaming Stick,iOS,2025-04-09
DEV011282,USR007562,Smart TV,Windows,2025-06-14
DEV011283,USR007562,Gaming Console,iOS,2025-07-30
DEV011284,USR007563,Mobile,Android,2025-08-31
DEV011285,USR007564,Mobile,Smart TV OS,2025-08-26
DEV011286,USR007565,Mobile,Android,2025-06-23
DEV011287,USR007566,Tablet,Smart TV OS,2025-03-23
DEV011288,USR007567,Laptop,Android,2025-02-09
DEV011289,USR007568,Mobile,Windows,2025-01-15
DEV011290,USR007569,Laptop,macOS,2025-09-27
DEV011291,USR007570,Streaming Stick,Windows,2025-04-03
DEV011292,USR007571,Mobile,iOS,2025-07-26
DEV011293,USR007572,Streaming Stick,iOS,2025-03-08
DEV011294,USR007572,Mobile,macOS,2025-08-22
DEV011295,USR007573,Mobile,Smart TV OS,2025-04-03
DEV011296,USR007573,Laptop,Smart TV OS,2025-01-31
DEV011297,USR007574,Smart TV,Android,2025-03-31
DEV011298,USR007574,Gaming Console,macOS,2025-11-26
DEV011299,USR007575,Mobile,Smart TV OS,2025-02-22
DEV011300,USR007576,Laptop,iOS,2025-02-08
DEV011301,USR007577,Laptop,iOS,2025-07-09
DEV011302,USR007577,Gaming Console,iOS,2025-09-08
DEV011303,USR007578,Smart TV,iOS,2025-03-03
DEV011304,USR007579,Laptop,iOS,2025-02-24
DEV011305,USR007579,Gaming Console,Smart TV OS,2025-08-05
DEV011306,USR007579,Laptop,Android,2025-03-26
DEV011307,USR007580,Mobile,Windows,2025-05-31
DEV011308,USR007581,Streaming Stick,Android,2025-10-06
DEV011309,USR007582,Smart TV,Windows,2025-05-28
DEV011310,USR007583,Smart TV,Smart TV OS,2025-10-10
DEV011311,USR007584,Streaming Stick,Windows,2025-10-11
DEV011312,USR007585,Mobile,Android,2025-07-11
DEV011313,USR007586,Gaming Console,Android,2025-02-23
DEV011314,USR007587,Mobile,Windows,2025-10-24
DEV011315,USR007587,Mobile,macOS,2025-01-05
DEV011316,USR007588,Smart TV,macOS,2025-04-02
DEV011317,USR007589,Smart TV,Windows,2025-04-03
DEV011318,USR007590,Tablet,macOS,2025-10-19
DEV011319,USR007590,Laptop,macOS,2025-10-09
DEV011320,USR007591,Laptop,Android,2025-05-17
DEV011321,USR007592,Laptop,iOS,2025-07-23
DEV011322,USR007593,Mobile,Windows,2025-02-09
DEV011323,USR007594,Streaming Stick,Windows,2025-10-07
DEV011324,USR007595,Mobile,iOS,2025-02-06
DEV011325,USR007596,Mobile,Windows,2025-01-10
DEV011326,USR007597,Laptop,Smart TV OS,2025-02-11
DEV011327,USR007597,Smart TV,Smart TV OS,2025-07-24
DEV011328,USR007597,Mobile,Windows,2025-04-10
DEV011329,USR007598,Laptop,Android,2025-01-21
DEV011330,USR007599,Laptop,Android,2025-01-06
DEV011331,USR007599,Mobile,Smart TV OS,2025-01-17
DEV011332,USR007600,Tablet,Windows,2025-04-12
DEV011333,USR007601,Smart TV,Android,2025-07-31
DEV011334,USR007602,Laptop,Android,2025-04-04
DEV011335,USR007602,Mobile,Android,2025-05-10
DEV011336,USR007603,Mobile,Android,2025-07-12
DEV011337,USR007603,Laptop,Android,2025-10-23
DEV011338,USR007604,Smart TV,macOS,2025-02-27
DEV011339,USR007605,Smart TV,macOS,2025-08-14
DEV011340,USR007605,Smart TV,Android,2025-03-23
DEV011341,USR007606,Mobile,iOS,2025-08-16
DEV011342,USR007607,Mobile,Smart TV OS,2025-05-04
DEV011343,USR007608,Laptop,Android,2025-01-03
DEV011344,USR007608,Smart TV,macOS,2025-10-04
DEV011345,USR007609,Mobile,Windows,2025-10-16
DEV011346,USR007610,Mobile,Android,2025-07-23
DEV011347,USR007611,Gaming Console,iOS,2025-06-16
DEV011348,USR007611,Smart TV,macOS,2025-05-14
DEV011349,USR007612,Mobile,Android,2025-06-29
DEV011350,USR007613,Mobile,macOS,2025-11-10
DEV011351,USR007613,Mobile,iOS,2025-10-09
DEV011352,USR007614,Streaming Stick,iOS,2025-11-06
DEV011353,USR007615,Streaming Stick,Android,2025-11-06
DEV011354,USR007616,Mobile,macOS,2025-08-25
DEV011355,USR007617,Mobile,iOS,2025-09-10
DEV011356,USR007617,Laptop,iOS,2025-04-03
DEV011357,USR007618,Mobile,iOS,2025-02-14
DEV011358,USR007619,Smart TV,iOS,2025-10-21
DEV011359,USR007620,Tablet,Windows,2025-07-18
DEV011360,USR007621,Mobile,iOS,2025-01-25
DEV011361,USR007622,Laptop,Smart TV OS,2025-10-16
DEV011362,USR007623,Smart TV,Smart TV OS,2025-01-31
DEV011363,USR007623,Laptop,Smart TV OS,2025-03-06
DEV011364,USR007624,Mobile,Windows,2025-08-03
DEV011365,USR007624,Gaming Console,Smart TV OS,2025-08-20
DEV011366,USR007625,Smart TV,macOS,2025-06-19
DEV011367,USR007626,Smart TV,Smart TV OS,2025-08-21
DEV011368,USR007626,Tablet,macOS,2025-03-27
DEV011369,USR007627,Streaming Stick,macOS,2025-06-05
DEV011370,USR007628,Mobile,Windows,2025-04-16
DEV011371,USR007629,Mobile,macOS,2025-05-16
DEV011372,USR007630,Smart TV,Windows,2025-11-17
DEV011373,USR007630,Smart TV,macOS,2025-10-28
DEV011374,USR007631,Tablet,Android,2025-08-20
DEV011375,USR007632,Gaming Console,Windows,2025-09-16
DEV011376,USR007632,Streaming Stick,Android,2025-10-07
DEV011377,USR007633,Smart TV,Smart TV OS,2025-01-02
DEV011378,USR007634,Gaming Console,Android,2025-09-11
DEV011379,USR007635,Mobile,Windows,2025-07-31
DEV011380,USR007635,Mobile,iOS,2025-01-12
DEV011381,USR007635,Mobile,Android,2025-03-28
DEV011382,USR007636,Laptop,iOS,2025-01-06
DEV011383,USR007637,Laptop,Android,2025-02-22
DEV011384,USR007637,Tablet,Android,2025-10-17
DEV011385,USR007638,Mobile,Windows,2025-03-29
DEV011386,USR007638,Smart TV,Android,2025-11-01
DEV011387,USR007638,Smart TV,Smart TV OS,2025-01-24
DEV011388,USR007639,Mobile,Windows,2025-02-09
DEV011389,USR007640,Laptop,Windows,2025-06-03
DEV011390,USR007640,Streaming Stick,iOS,2025-05-02
DEV011391,USR007641,Smart TV,iOS,2025-05-24
DEV011392,USR007641,Mobile,Smart TV OS,2025-05-13
DEV011393,USR007642,Tablet,iOS,2025-01-18
DEV011394,USR007643,Tablet,iOS,2025-03-30
DEV011395,USR007644,Tablet,Android,2025-06-28
DEV011396,USR007644,Gaming Console,Android,2025-04-09
DEV011397,USR007645,Mobile,Android,2025-03-30
DEV011398,USR007646,Mobile,macOS,2025-03-27
DEV011399,USR007647,Laptop,Smart TV OS,2025-02-04
DEV011400,USR007648,Tablet,Android,2025-07-11
DEV011401,USR007649,Streaming Stick,iOS,2025-06-19
DEV011402,USR007649,Mobile,Smart TV OS,2025-06-26
DEV011403,USR007650,Smart TV,iOS,2025-01-31
DEV011404,USR007650,Smart TV,Android,2025-02-28
DEV011405,USR007651,Streaming Stick,iOS,2025-04-26
DEV011406,USR007651,Tablet,Android,2025-06-22
DEV011407,USR007652,Smart TV,macOS,2025-01-18
DEV011408,USR007653,Streaming Stick,Windows,2025-07-27
DEV011409,USR007654,Smart TV,Windows,2025-10-11
DEV011410,USR007655,Tablet,iOS,2025-05-26
DEV011411,USR007655,Smart TV,iOS,2025-04-17
DEV011412,USR007656,Laptop,macOS,2025-05-06
DEV011413,USR007656,Streaming Stick,Windows,2025-04-09
DEV011414,USR007657,Smart TV,Smart TV OS,2025-05-31
DEV011415,USR007657,Laptop,iOS,2025-05-07
DEV011416,USR007658,Smart TV,iOS,2025-03-25
DEV011417,USR007659,Mobile,Windows,2025-03-09
DEV011418,USR007660,Mobile,Windows,2025-10-03
DEV011419,USR007661,Mobile,Windows,2025-10-16
DEV011420,USR007662,Tablet,iOS,2025-10-03
DEV011421,USR007662,Gaming Console,iOS,2025-11-27
DEV011422,USR007663,Gaming Console,Android,2025-03-06
DEV011423,USR007664,Laptop,Android,2025-05-18
